audio_id,mfcc_path,mel_spectrogram_path,pitch_path,tempo_path,sample_rate,duration_seconds,mfcc_shape,mel_spectrogram_shape,pitch_shape,tempo_shape,feature_format
librispeech_0206,data\features\audio_npy\librispeech_0206_mfcc.npy,data\features\audio_npy\librispeech_0206_mel_spectrogram.npy,data\features\audio_npy\librispeech_0206_pitch.npy,data\features\audio_npy\librispeech_0206_tempo.npy,16000,5.58,"(13, 175)","(128, 175)","(140,)","(1,)",npy
librispeech_0207,data\features\audio_npy\librispeech_0207_mfcc.npy,data\features\audio_npy\librispeech_0207_mel_spectrogram.npy,data\features\audio_npy\librispeech_0207_pitch.npy,data\features\audio_npy\librispeech_0207_tempo.npy,16000,8.1,"(13, 254)","(128, 254)","(217,)","(1,)",npy
librispeech_0208,data\features\audio_npy\librispeech_0208_mfcc.npy,data\features\audio_npy\librispeech_0208_mel_spectrogram.npy,data\features\audio_npy\librispeech_0208_pitch.npy,data\features\audio_npy\librispeech_0208_tempo.npy,16000,8.58,"(13, 269)","(128, 269)","(202,)","(1,)",npy
librispeech_0209,data\features\audio_npy\librispeech_0209_mfcc.npy,data\features\audio_npy\librispeech_0209_mel_spectrogram.npy,data\features\audio_npy\librispeech_0209_pitch.npy,data\features\audio_npy\librispeech_0209_tempo.npy,16000,3.76,"(13, 118)","(128, 118)","(96,)","(1,)",npy
librispeech_0210,data\features\audio_npy\librispeech_0210_mfcc.npy,data\features\audio_npy\librispeech_0210_mel_spectrogram.npy,data\features\audio_npy\librispeech_0210_pitch.npy,data\features\audio_npy\librispeech_0210_tempo.npy,16000,7.435,"(13, 233)","(128, 233)","(195,)","(1,)",npy
librispeech_0211,data\features\audio_npy\librispeech_0211_mfcc.npy,data\features\audio_npy\librispeech_0211_mel_spectrogram.npy,data\features\audio_npy\librispeech_0211_pitch.npy,data\features\audio_npy\librispeech_0211_tempo.npy,16000,5.91,"(13, 185)","(128, 185)","(158,)","(1,)",npy
librispeech_0212,data\features\audio_npy\librispeech_0212_mfcc.npy,data\features\audio_npy\librispeech_0212_mel_spectrogram.npy,data\features\audio_npy\librispeech_0212_pitch.npy,data\features\audio_npy\librispeech_0212_tempo.npy,16000,10.55,"(13, 330)","(128, 330)","(281,)","(1,)",npy
librispeech_0213,data\features\audio_npy\librispeech_0213_mfcc.npy,data\features\audio_npy\librispeech_0213_mel_spectrogram.npy,data\features\audio_npy\librispeech_0213_pitch.npy,data\features\audio_npy\librispeech_0213_tempo.npy,16000,6.32,"(13, 198)","(128, 198)","(173,)","(1,)",npy
librispeech_0214,data\features\audio_npy\librispeech_0214_mfcc.npy,data\features\audio_npy\librispeech_0214_mel_spectrogram.npy,data\features\audio_npy\librispeech_0214_pitch.npy,data\features\audio_npy\librispeech_0214_tempo.npy,16000,4.835,"(13, 152)","(128, 152)","(132,)","(1,)",npy
librispeech_0215,data\features\audio_npy\librispeech_0215_mfcc.npy,data\features\audio_npy\librispeech_0215_mel_spectrogram.npy,data\features\audio_npy\librispeech_0215_pitch.npy,data\features\audio_npy\librispeech_0215_tempo.npy,16000,4.35,"(13, 136)","(128, 136)","(104,)","(1,)",npy
librispeech_0216,data\features\audio_npy\librispeech_0216_mfcc.npy,data\features\audio_npy\librispeech_0216_mel_spectrogram.npy,data\features\audio_npy\librispeech_0216_pitch.npy,data\features\audio_npy\librispeech_0216_tempo.npy,16000,2.48,"(13, 78)","(128, 78)","(49,)","(1,)",npy
librispeech_0217,data\features\audio_npy\librispeech_0217_mfcc.npy,data\features\audio_npy\librispeech_0217_mel_spectrogram.npy,data\features\audio_npy\librispeech_0217_pitch.npy,data\features\audio_npy\librispeech_0217_tempo.npy,16000,6.7,"(13, 210)","(128, 210)","(183,)","(1,)",npy
librispeech_0218,data\features\audio_npy\librispeech_0218_mfcc.npy,data\features\audio_npy\librispeech_0218_mel_spectrogram.npy,data\features\audio_npy\librispeech_0218_pitch.npy,data\features\audio_npy\librispeech_0218_tempo.npy,16000,14.805,"(13, 463)","(128, 463)","(404,)","(1,)",npy
librispeech_0219,data\features\audio_npy\librispeech_0219_mfcc.npy,data\features\audio_npy\librispeech_0219_mel_spectrogram.npy,data\features\audio_npy\librispeech_0219_pitch.npy,data\features\audio_npy\librispeech_0219_tempo.npy,16000,2.84,"(13, 89)","(128, 89)","(75,)","(1,)",npy
librispeech_0220,data\features\audio_npy\librispeech_0220_mfcc.npy,data\features\audio_npy\librispeech_0220_mel_spectrogram.npy,data\features\audio_npy\librispeech_0220_pitch.npy,data\features\audio_npy\librispeech_0220_tempo.npy,16000,2.77,"(13, 87)","(128, 87)","(56,)","(1,)",npy
librispeech_0221,data\features\audio_npy\librispeech_0221_mfcc.npy,data\features\audio_npy\librispeech_0221_mel_spectrogram.npy,data\features\audio_npy\librispeech_0221_pitch.npy,data\features\audio_npy\librispeech_0221_tempo.npy,16000,3.95,"(13, 124)","(128, 124)","(101,)","(1,)",npy
librispeech_0222,data\features\audio_npy\librispeech_0222_mfcc.npy,data\features\audio_npy\librispeech_0222_mel_spectrogram.npy,data\features\audio_npy\librispeech_0222_pitch.npy,data\features\audio_npy\librispeech_0222_tempo.npy,16000,4.545,"(13, 143)","(128, 143)","(117,)","(1,)",npy
librispeech_0223,data\features\audio_npy\librispeech_0223_mfcc.npy,data\features\audio_npy\librispeech_0223_mel_spectrogram.npy,data\features\audio_npy\librispeech_0223_pitch.npy,data\features\audio_npy\librispeech_0223_tempo.npy,16000,3.415,"(13, 107)","(128, 107)","(87,)","(1,)",npy
librispeech_0224,data\features\audio_npy\librispeech_0224_mfcc.npy,data\features\audio_npy\librispeech_0224_mel_spectrogram.npy,data\features\audio_npy\librispeech_0224_pitch.npy,data\features\audio_npy\librispeech_0224_tempo.npy,16000,3.92,"(13, 123)","(128, 123)","(95,)","(1,)",npy
librispeech_0225,data\features\audio_npy\librispeech_0225_mfcc.npy,data\features\audio_npy\librispeech_0225_mel_spectrogram.npy,data\features\audio_npy\librispeech_0225_pitch.npy,data\features\audio_npy\librispeech_0225_tempo.npy,16000,11.31,"(13, 354)","(128, 354)","(299,)","(1,)",npy
librispeech_0226,data\features\audio_npy\librispeech_0226_mfcc.npy,data\features\audio_npy\librispeech_0226_mel_spectrogram.npy,data\features\audio_npy\librispeech_0226_pitch.npy,data\features\audio_npy\librispeech_0226_tempo.npy,16000,11.605,"(13, 363)","(128, 363)","(297,)","(1,)",npy
librispeech_0227,data\features\audio_npy\librispeech_0227_mfcc.npy,data\features\audio_npy\librispeech_0227_mel_spectrogram.npy,data\features\audio_npy\librispeech_0227_pitch.npy,data\features\audio_npy\librispeech_0227_tempo.npy,16000,3.55,"(13, 111)","(128, 111)","(97,)","(1,)",npy
librispeech_0228,data\features\audio_npy\librispeech_0228_mfcc.npy,data\features\audio_npy\librispeech_0228_mel_spectrogram.npy,data\features\audio_npy\librispeech_0228_pitch.npy,data\features\audio_npy\librispeech_0228_tempo.npy,16000,7.35,"(13, 230)","(128, 230)","(201,)","(1,)",npy
librispeech_0229,data\features\audio_npy\librispeech_0229_mfcc.npy,data\features\audio_npy\librispeech_0229_mel_spectrogram.npy,data\features\audio_npy\librispeech_0229_pitch.npy,data\features\audio_npy\librispeech_0229_tempo.npy,16000,7.845,"(13, 246)","(128, 246)","(221,)","(1,)",npy
librispeech_0230,data\features\audio_npy\librispeech_0230_mfcc.npy,data\features\audio_npy\librispeech_0230_mel_spectrogram.npy,data\features\audio_npy\librispeech_0230_pitch.npy,data\features\audio_npy\librispeech_0230_tempo.npy,16000,9.23,"(13, 289)","(128, 289)","(238,)","(1,)",npy
librispeech_0231,data\features\audio_npy\librispeech_0231_mfcc.npy,data\features\audio_npy\librispeech_0231_mel_spectrogram.npy,data\features\audio_npy\librispeech_0231_pitch.npy,data\features\audio_npy\librispeech_0231_tempo.npy,16000,4.735,"(13, 148)","(128, 148)","(126,)","(1,)",npy
librispeech_0232,data\features\audio_npy\librispeech_0232_mfcc.npy,data\features\audio_npy\librispeech_0232_mel_spectrogram.npy,data\features\audio_npy\librispeech_0232_pitch.npy,data\features\audio_npy\librispeech_0232_tempo.npy,16000,5.21,"(13, 163)","(128, 163)","(141,)","(1,)",npy
librispeech_0233,data\features\audio_npy\librispeech_0233_mfcc.npy,data\features\audio_npy\librispeech_0233_mel_spectrogram.npy,data\features\audio_npy\librispeech_0233_pitch.npy,data\features\audio_npy\librispeech_0233_tempo.npy,16000,10.62,"(13, 332)","(128, 332)","(298,)","(1,)",npy
librispeech_0234,data\features\audio_npy\librispeech_0234_mfcc.npy,data\features\audio_npy\librispeech_0234_mel_spectrogram.npy,data\features\audio_npy\librispeech_0234_pitch.npy,data\features\audio_npy\librispeech_0234_tempo.npy,16000,2.74,"(13, 86)","(128, 86)","(75,)","(1,)",npy
librispeech_0235,data\features\audio_npy\librispeech_0235_mfcc.npy,data\features\audio_npy\librispeech_0235_mel_spectrogram.npy,data\features\audio_npy\librispeech_0235_pitch.npy,data\features\audio_npy\librispeech_0235_tempo.npy,16000,5.295,"(13, 166)","(128, 166)","(144,)","(1,)",npy
librispeech_0236,data\features\audio_npy\librispeech_0236_mfcc.npy,data\features\audio_npy\librispeech_0236_mel_spectrogram.npy,data\features\audio_npy\librispeech_0236_pitch.npy,data\features\audio_npy\librispeech_0236_tempo.npy,16000,4.81,"(13, 151)","(128, 151)","(120,)","(1,)",npy
librispeech_0237,data\features\audio_npy\librispeech_0237_mfcc.npy,data\features\audio_npy\librispeech_0237_mel_spectrogram.npy,data\features\audio_npy\librispeech_0237_pitch.npy,data\features\audio_npy\librispeech_0237_tempo.npy,16000,6.61,"(13, 207)","(128, 207)","(181,)","(1,)",npy
librispeech_0238,data\features\audio_npy\librispeech_0238_mfcc.npy,data\features\audio_npy\librispeech_0238_mel_spectrogram.npy,data\features\audio_npy\librispeech_0238_pitch.npy,data\features\audio_npy\librispeech_0238_tempo.npy,16000,5.47,"(13, 171)","(128, 171)","(137,)","(1,)",npy
librispeech_0239,data\features\audio_npy\librispeech_0239_mfcc.npy,data\features\audio_npy\librispeech_0239_mel_spectrogram.npy,data\features\audio_npy\librispeech_0239_pitch.npy,data\features\audio_npy\librispeech_0239_tempo.npy,16000,8.295,"(13, 260)","(128, 260)","(228,)","(1,)",npy
librispeech_0240,data\features\audio_npy\librispeech_0240_mfcc.npy,data\features\audio_npy\librispeech_0240_mel_spectrogram.npy,data\features\audio_npy\librispeech_0240_pitch.npy,data\features\audio_npy\librispeech_0240_tempo.npy,16000,6.555,"(13, 205)","(128, 205)","(170,)","(1,)",npy
librispeech_0241,data\features\audio_npy\librispeech_0241_mfcc.npy,data\features\audio_npy\librispeech_0241_mel_spectrogram.npy,data\features\audio_npy\librispeech_0241_pitch.npy,data\features\audio_npy\librispeech_0241_tempo.npy,16000,5.21,"(13, 163)","(128, 163)","(138,)","(1,)",npy
librispeech_0242,data\features\audio_npy\librispeech_0242_mfcc.npy,data\features\audio_npy\librispeech_0242_mel_spectrogram.npy,data\features\audio_npy\librispeech_0242_pitch.npy,data\features\audio_npy\librispeech_0242_tempo.npy,16000,5.35,"(13, 168)","(128, 168)","(153,)","(1,)",npy
librispeech_0243,data\features\audio_npy\librispeech_0243_mfcc.npy,data\features\audio_npy\librispeech_0243_mel_spectrogram.npy,data\features\audio_npy\librispeech_0243_pitch.npy,data\features\audio_npy\librispeech_0243_tempo.npy,16000,4.18,"(13, 131)","(128, 131)","(113,)","(1,)",npy
librispeech_0244,data\features\audio_npy\librispeech_0244_mfcc.npy,data\features\audio_npy\librispeech_0244_mel_spectrogram.npy,data\features\audio_npy\librispeech_0244_pitch.npy,data\features\audio_npy\librispeech_0244_tempo.npy,16000,2.685,"(13, 84)","(128, 84)","(72,)","(1,)",npy
librispeech_0245,data\features\audio_npy\librispeech_0245_mfcc.npy,data\features\audio_npy\librispeech_0245_mel_spectrogram.npy,data\features\audio_npy\librispeech_0245_pitch.npy,data\features\audio_npy\librispeech_0245_tempo.npy,16000,8.075,"(13, 253)","(128, 253)","(215,)","(1,)",npy
librispeech_0246,data\features\audio_npy\librispeech_0246_mfcc.npy,data\features\audio_npy\librispeech_0246_mel_spectrogram.npy,data\features\audio_npy\librispeech_0246_pitch.npy,data\features\audio_npy\librispeech_0246_tempo.npy,16000,2.745,"(13, 86)","(128, 86)","(76,)","(1,)",npy
librispeech_0247,data\features\audio_npy\librispeech_0247_mfcc.npy,data\features\audio_npy\librispeech_0247_mel_spectrogram.npy,data\features\audio_npy\librispeech_0247_pitch.npy,data\features\audio_npy\librispeech_0247_tempo.npy,16000,2.54,"(13, 80)","(128, 80)","(63,)","(1,)",npy
librispeech_0248,data\features\audio_npy\librispeech_0248_mfcc.npy,data\features\audio_npy\librispeech_0248_mel_spectrogram.npy,data\features\audio_npy\librispeech_0248_pitch.npy,data\features\audio_npy\librispeech_0248_tempo.npy,16000,3.365,"(13, 106)","(128, 106)","(85,)","(1,)",npy
librispeech_0249,data\features\audio_npy\librispeech_0249_mfcc.npy,data\features\audio_npy\librispeech_0249_mel_spectrogram.npy,data\features\audio_npy\librispeech_0249_pitch.npy,data\features\audio_npy\librispeech_0249_tempo.npy,16000,4.02,"(13, 126)","(128, 126)","(112,)","(1,)",npy
librispeech_0250,data\features\audio_npy\librispeech_0250_mfcc.npy,data\features\audio_npy\librispeech_0250_mel_spectrogram.npy,data\features\audio_npy\librispeech_0250_pitch.npy,data\features\audio_npy\librispeech_0250_tempo.npy,16000,3.44,"(13, 108)","(128, 108)","(98,)","(1,)",npy
librispeech_0251,data\features\audio_npy\librispeech_0251_mfcc.npy,data\features\audio_npy\librispeech_0251_mel_spectrogram.npy,data\features\audio_npy\librispeech_0251_pitch.npy,data\features\audio_npy\librispeech_0251_tempo.npy,16000,3.15,"(13, 99)","(128, 99)","(86,)","(1,)",npy
librispeech_0252,data\features\audio_npy\librispeech_0252_mfcc.npy,data\features\audio_npy\librispeech_0252_mel_spectrogram.npy,data\features\audio_npy\librispeech_0252_pitch.npy,data\features\audio_npy\librispeech_0252_tempo.npy,16000,2.59,"(13, 81)","(128, 81)","(73,)","(1,)",npy
librispeech_0253,data\features\audio_npy\librispeech_0253_mfcc.npy,data\features\audio_npy\librispeech_0253_mel_spectrogram.npy,data\features\audio_npy\librispeech_0253_pitch.npy,data\features\audio_npy\librispeech_0253_tempo.npy,16000,9.16,"(13, 287)","(128, 287)","(258,)","(1,)",npy
librispeech_0254,data\features\audio_npy\librispeech_0254_mfcc.npy,data\features\audio_npy\librispeech_0254_mel_spectrogram.npy,data\features\audio_npy\librispeech_0254_pitch.npy,data\features\audio_npy\librispeech_0254_tempo.npy,16000,2.8,"(13, 88)","(128, 88)","(77,)","(1,)",npy
librispeech_0255,data\features\audio_npy\librispeech_0255_mfcc.npy,data\features\audio_npy\librispeech_0255_mel_spectrogram.npy,data\features\audio_npy\librispeech_0255_pitch.npy,data\features\audio_npy\librispeech_0255_tempo.npy,16000,3.045,"(13, 96)","(128, 96)","(85,)","(1,)",npy
librispeech_0256,data\features\audio_npy\librispeech_0256_mfcc.npy,data\features\audio_npy\librispeech_0256_mel_spectrogram.npy,data\features\audio_npy\librispeech_0256_pitch.npy,data\features\audio_npy\librispeech_0256_tempo.npy,16000,9.175,"(13, 287)","(128, 287)","(262,)","(1,)",npy
librispeech_0257,data\features\audio_npy\librispeech_0257_mfcc.npy,data\features\audio_npy\librispeech_0257_mel_spectrogram.npy,data\features\audio_npy\librispeech_0257_pitch.npy,data\features\audio_npy\librispeech_0257_tempo.npy,16000,6.015,"(13, 188)","(128, 188)","(163,)","(1,)",npy
librispeech_0258,data\features\audio_npy\librispeech_0258_mfcc.npy,data\features\audio_npy\librispeech_0258_mel_spectrogram.npy,data\features\audio_npy\librispeech_0258_pitch.npy,data\features\audio_npy\librispeech_0258_tempo.npy,16000,5.56,"(13, 174)","(128, 174)","(157,)","(1,)",npy
librispeech_0259,data\features\audio_npy\librispeech_0259_mfcc.npy,data\features\audio_npy\librispeech_0259_mel_spectrogram.npy,data\features\audio_npy\librispeech_0259_pitch.npy,data\features\audio_npy\librispeech_0259_tempo.npy,16000,9.4,"(13, 294)","(128, 294)","(260,)","(1,)",npy
librispeech_0260,data\features\audio_npy\librispeech_0260_mfcc.npy,data\features\audio_npy\librispeech_0260_mel_spectrogram.npy,data\features\audio_npy\librispeech_0260_pitch.npy,data\features\audio_npy\librispeech_0260_tempo.npy,16000,6.48,"(13, 203)","(128, 203)","(173,)","(1,)",npy
librispeech_0261,data\features\audio_npy\librispeech_0261_mfcc.npy,data\features\audio_npy\librispeech_0261_mel_spectrogram.npy,data\features\audio_npy\librispeech_0261_pitch.npy,data\features\audio_npy\librispeech_0261_tempo.npy,16000,7.19,"(13, 225)","(128, 225)","(197,)","(1,)",npy
librispeech_0262,data\features\audio_npy\librispeech_0262_mfcc.npy,data\features\audio_npy\librispeech_0262_mel_spectrogram.npy,data\features\audio_npy\librispeech_0262_pitch.npy,data\features\audio_npy\librispeech_0262_tempo.npy,16000,4.045,"(13, 127)","(128, 127)","(108,)","(1,)",npy
librispeech_0263,data\features\audio_npy\librispeech_0263_mfcc.npy,data\features\audio_npy\librispeech_0263_mel_spectrogram.npy,data\features\audio_npy\librispeech_0263_pitch.npy,data\features\audio_npy\librispeech_0263_tempo.npy,16000,4.525,"(13, 142)","(128, 142)","(120,)","(1,)",npy
librispeech_0264,data\features\audio_npy\librispeech_0264_mfcc.npy,data\features\audio_npy\librispeech_0264_mel_spectrogram.npy,data\features\audio_npy\librispeech_0264_pitch.npy,data\features\audio_npy\librispeech_0264_tempo.npy,16000,6.425,"(13, 201)","(128, 201)","(181,)","(1,)",npy
librispeech_0265,data\features\audio_npy\librispeech_0265_mfcc.npy,data\features\audio_npy\librispeech_0265_mel_spectrogram.npy,data\features\audio_npy\librispeech_0265_pitch.npy,data\features\audio_npy\librispeech_0265_tempo.npy,16000,5.155,"(13, 162)","(128, 162)","(147,)","(1,)",npy
librispeech_0266,data\features\audio_npy\librispeech_0266_mfcc.npy,data\features\audio_npy\librispeech_0266_mel_spectrogram.npy,data\features\audio_npy\librispeech_0266_pitch.npy,data\features\audio_npy\librispeech_0266_tempo.npy,16000,10.025,"(13, 314)","(128, 314)","(272,)","(1,)",npy
librispeech_0267,data\features\audio_npy\librispeech_0267_mfcc.npy,data\features\audio_npy\librispeech_0267_mel_spectrogram.npy,data\features\audio_npy\librispeech_0267_pitch.npy,data\features\audio_npy\librispeech_0267_tempo.npy,16000,7.49,"(13, 235)","(128, 235)","(192,)","(1,)",npy
librispeech_0268,data\features\audio_npy\librispeech_0268_mfcc.npy,data\features\audio_npy\librispeech_0268_mel_spectrogram.npy,data\features\audio_npy\librispeech_0268_pitch.npy,data\features\audio_npy\librispeech_0268_tempo.npy,16000,7.355,"(13, 230)","(128, 230)","(192,)","(1,)",npy
librispeech_0269,data\features\audio_npy\librispeech_0269_mfcc.npy,data\features\audio_npy\librispeech_0269_mel_spectrogram.npy,data\features\audio_npy\librispeech_0269_pitch.npy,data\features\audio_npy\librispeech_0269_tempo.npy,16000,10.205,"(13, 319)","(128, 319)","(282,)","(1,)",npy
librispeech_0270,data\features\audio_npy\librispeech_0270_mfcc.npy,data\features\audio_npy\librispeech_0270_mel_spectrogram.npy,data\features\audio_npy\librispeech_0270_pitch.npy,data\features\audio_npy\librispeech_0270_tempo.npy,16000,1.935,"(13, 61)","(128, 61)","(50,)","(1,)",npy
librispeech_0271,data\features\audio_npy\librispeech_0271_mfcc.npy,data\features\audio_npy\librispeech_0271_mel_spectrogram.npy,data\features\audio_npy\librispeech_0271_pitch.npy,data\features\audio_npy\librispeech_0271_tempo.npy,16000,4.29,"(13, 135)","(128, 135)","(104,)","(1,)",npy
librispeech_0272,data\features\audio_npy\librispeech_0272_mfcc.npy,data\features\audio_npy\librispeech_0272_mel_spectrogram.npy,data\features\audio_npy\librispeech_0272_pitch.npy,data\features\audio_npy\librispeech_0272_tempo.npy,16000,5.225,"(13, 164)","(128, 164)","(130,)","(1,)",npy
librispeech_0273,data\features\audio_npy\librispeech_0273_mfcc.npy,data\features\audio_npy\librispeech_0273_mel_spectrogram.npy,data\features\audio_npy\librispeech_0273_pitch.npy,data\features\audio_npy\librispeech_0273_tempo.npy,16000,2.09,"(13, 66)","(128, 66)","(50,)","(1,)",npy
librispeech_0274,data\features\audio_npy\librispeech_0274_mfcc.npy,data\features\audio_npy\librispeech_0274_mel_spectrogram.npy,data\features\audio_npy\librispeech_0274_pitch.npy,data\features\audio_npy\librispeech_0274_tempo.npy,16000,4.655,"(13, 146)","(128, 146)","(117,)","(1,)",npy
librispeech_0275,data\features\audio_npy\librispeech_0275_mfcc.npy,data\features\audio_npy\librispeech_0275_mel_spectrogram.npy,data\features\audio_npy\librispeech_0275_pitch.npy,data\features\audio_npy\librispeech_0275_tempo.npy,16000,5.38,"(13, 169)","(128, 169)","(136,)","(1,)",npy
librispeech_0276,data\features\audio_npy\librispeech_0276_mfcc.npy,data\features\audio_npy\librispeech_0276_mel_spectrogram.npy,data\features\audio_npy\librispeech_0276_pitch.npy,data\features\audio_npy\librispeech_0276_tempo.npy,16000,4.78,"(13, 150)","(128, 150)","(119,)","(1,)",npy
librispeech_0277,data\features\audio_npy\librispeech_0277_mfcc.npy,data\features\audio_npy\librispeech_0277_mel_spectrogram.npy,data\features\audio_npy\librispeech_0277_pitch.npy,data\features\audio_npy\librispeech_0277_tempo.npy,16000,6.135,"(13, 192)","(128, 192)","(164,)","(1,)",npy
librispeech_0278,data\features\audio_npy\librispeech_0278_mfcc.npy,data\features\audio_npy\librispeech_0278_mel_spectrogram.npy,data\features\audio_npy\librispeech_0278_pitch.npy,data\features\audio_npy\librispeech_0278_tempo.npy,16000,5.235,"(13, 164)","(128, 164)","(139,)","(1,)",npy
librispeech_0279,data\features\audio_npy\librispeech_0279_mfcc.npy,data\features\audio_npy\librispeech_0279_mel_spectrogram.npy,data\features\audio_npy\librispeech_0279_pitch.npy,data\features\audio_npy\librispeech_0279_tempo.npy,16000,3.55,"(13, 111)","(128, 111)","(84,)","(1,)",npy
librispeech_0280,data\features\audio_npy\librispeech_0280_mfcc.npy,data\features\audio_npy\librispeech_0280_mel_spectrogram.npy,data\features\audio_npy\librispeech_0280_pitch.npy,data\features\audio_npy\librispeech_0280_tempo.npy,16000,6.675,"(13, 209)","(128, 209)","(178,)","(1,)",npy
librispeech_0281,data\features\audio_npy\librispeech_0281_mfcc.npy,data\features\audio_npy\librispeech_0281_mel_spectrogram.npy,data\features\audio_npy\librispeech_0281_pitch.npy,data\features\audio_npy\librispeech_0281_tempo.npy,16000,3.87,"(13, 121)","(128, 121)","(101,)","(1,)",npy
librispeech_0282,data\features\audio_npy\librispeech_0282_mfcc.npy,data\features\audio_npy\librispeech_0282_mel_spectrogram.npy,data\features\audio_npy\librispeech_0282_pitch.npy,data\features\audio_npy\librispeech_0282_tempo.npy,16000,11.79,"(13, 369)","(128, 369)","(324,)","(1,)",npy
librispeech_0283,data\features\audio_npy\librispeech_0283_mfcc.npy,data\features\audio_npy\librispeech_0283_mel_spectrogram.npy,data\features\audio_npy\librispeech_0283_pitch.npy,data\features\audio_npy\librispeech_0283_tempo.npy,16000,15.22,"(13, 476)","(128, 476)","(401,)","(1,)",npy
librispeech_0284,data\features\audio_npy\librispeech_0284_mfcc.npy,data\features\audio_npy\librispeech_0284_mel_spectrogram.npy,data\features\audio_npy\librispeech_0284_pitch.npy,data\features\audio_npy\librispeech_0284_tempo.npy,16000,4.72,"(13, 148)","(128, 148)","(121,)","(1,)",npy
librispeech_0285,data\features\audio_npy\librispeech_0285_mfcc.npy,data\features\audio_npy\librispeech_0285_mel_spectrogram.npy,data\features\audio_npy\librispeech_0285_pitch.npy,data\features\audio_npy\librispeech_0285_tempo.npy,16000,7.12,"(13, 223)","(128, 223)","(180,)","(1,)",npy
librispeech_0286,data\features\audio_npy\librispeech_0286_mfcc.npy,data\features\audio_npy\librispeech_0286_mel_spectrogram.npy,data\features\audio_npy\librispeech_0286_pitch.npy,data\features\audio_npy\librispeech_0286_tempo.npy,16000,6.1,"(13, 191)","(128, 191)","(151,)","(1,)",npy
librispeech_0287,data\features\audio_npy\librispeech_0287_mfcc.npy,data\features\audio_npy\librispeech_0287_mel_spectrogram.npy,data\features\audio_npy\librispeech_0287_pitch.npy,data\features\audio_npy\librispeech_0287_tempo.npy,16000,7.26,"(13, 227)","(128, 227)","(196,)","(1,)",npy
librispeech_0288,data\features\audio_npy\librispeech_0288_mfcc.npy,data\features\audio_npy\librispeech_0288_mel_spectrogram.npy,data\features\audio_npy\librispeech_0288_pitch.npy,data\features\audio_npy\librispeech_0288_tempo.npy,16000,7.795,"(13, 244)","(128, 244)","(195,)","(1,)",npy
librispeech_0289,data\features\audio_npy\librispeech_0289_mfcc.npy,data\features\audio_npy\librispeech_0289_mel_spectrogram.npy,data\features\audio_npy\librispeech_0289_pitch.npy,data\features\audio_npy\librispeech_0289_tempo.npy,16000,7.815,"(13, 245)","(128, 245)","(201,)","(1,)",npy
librispeech_0290,data\features\audio_npy\librispeech_0290_mfcc.npy,data\features\audio_npy\librispeech_0290_mel_spectrogram.npy,data\features\audio_npy\librispeech_0290_pitch.npy,data\features\audio_npy\librispeech_0290_tempo.npy,16000,6.705,"(13, 210)","(128, 210)","(172,)","(1,)",npy
librispeech_0291,data\features\audio_npy\librispeech_0291_mfcc.npy,data\features\audio_npy\librispeech_0291_mel_spectrogram.npy,data\features\audio_npy\librispeech_0291_pitch.npy,data\features\audio_npy\librispeech_0291_tempo.npy,16000,8.555,"(13, 268)","(128, 268)","(234,)","(1,)",npy
librispeech_0292,data\features\audio_npy\librispeech_0292_mfcc.npy,data\features\audio_npy\librispeech_0292_mel_spectrogram.npy,data\features\audio_npy\librispeech_0292_pitch.npy,data\features\audio_npy\librispeech_0292_tempo.npy,16000,6.725,"(13, 211)","(128, 211)","(190,)","(1,)",npy
librispeech_0293,data\features\audio_npy\librispeech_0293_mfcc.npy,data\features\audio_npy\librispeech_0293_mel_spectrogram.npy,data\features\audio_npy\librispeech_0293_pitch.npy,data\features\audio_npy\librispeech_0293_tempo.npy,16000,10.86,"(13, 340)","(128, 340)","(284,)","(1,)",npy
librispeech_0294,data\features\audio_npy\librispeech_0294_mfcc.npy,data\features\audio_npy\librispeech_0294_mel_spectrogram.npy,data\features\audio_npy\librispeech_0294_pitch.npy,data\features\audio_npy\librispeech_0294_tempo.npy,16000,8.82,"(13, 276)","(128, 276)","(232,)","(1,)",npy
librispeech_0295,data\features\audio_npy\librispeech_0295_mfcc.npy,data\features\audio_npy\librispeech_0295_mel_spectrogram.npy,data\features\audio_npy\librispeech_0295_pitch.npy,data\features\audio_npy\librispeech_0295_tempo.npy,16000,16.28,"(13, 509)","(128, 509)","(446,)","(1,)",npy
librispeech_0296,data\features\audio_npy\librispeech_0296_mfcc.npy,data\features\audio_npy\librispeech_0296_mel_spectrogram.npy,data\features\audio_npy\librispeech_0296_pitch.npy,data\features\audio_npy\librispeech_0296_tempo.npy,16000,9.32,"(13, 292)","(128, 292)","(248,)","(1,)",npy
librispeech_0297,data\features\audio_npy\librispeech_0297_mfcc.npy,data\features\audio_npy\librispeech_0297_mel_spectrogram.npy,data\features\audio_npy\librispeech_0297_pitch.npy,data\features\audio_npy\librispeech_0297_tempo.npy,16000,6.295,"(13, 197)","(128, 197)","(157,)","(1,)",npy
librispeech_0298,data\features\audio_npy\librispeech_0298_mfcc.npy,data\features\audio_npy\librispeech_0298_mel_spectrogram.npy,data\features\audio_npy\librispeech_0298_pitch.npy,data\features\audio_npy\librispeech_0298_tempo.npy,16000,7.75,"(13, 243)","(128, 243)","(212,)","(1,)",npy
