record_id,audio_id,speaker_hash,duration_seconds,duration_bucket,synthetic_time_of_day,speaker_gender,sample_rate,word_count,word_rate,has_transcript
librispeech_0162,librispeech_0162,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.55,medium,evening,unknown,16000,8,2.254,True
librispeech_0163,librispeech_0163,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,13.86,long,night,unknown,16000,38,2.742,True
librispeech_0164,librispeech_0164,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,1.945,short,morning,unknown,16000,7,3.599,True
librispeech_0165,librispeech_0165,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.805,short,afternoon,unknown,16000,7,2.496,True
librispeech_0166,librispeech_0166,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,5.445,medium,evening,unknown,16000,13,2.388,True
librispeech_0167,librispeech_0167,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.48,medium,night,unknown,16000,15,3.348,True
librispeech_0168,librispeech_0168,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.835,medium,morning,unknown,16000,16,3.309,True
librispeech_0169,librispeech_0169,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.715,medium,afternoon,unknown,16000,14,2.969,True
librispeech_0170,librispeech_0170,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,5.35,medium,evening,unknown,16000,18,3.364,True
librispeech_0171,librispeech_0171,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.94,medium,night,unknown,16000,14,2.834,True
librispeech_0172,librispeech_0172,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,9.81,long,morning,unknown,16000,30,3.058,True
librispeech_0173,librispeech_0173,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,6.97,medium,afternoon,unknown,16000,19,2.726,True
librispeech_0174,librispeech_0174,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,16.745,long,evening,unknown,16000,51,3.046,True
librispeech_0175,librispeech_0175,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,8.995,long,night,unknown,16000,25,2.779,True
librispeech_0176,librispeech_0176,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,15.22,long,morning,unknown,16000,46,3.022,True
librispeech_0177,librispeech_0177,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,12.095,long,afternoon,unknown,16000,34,2.811,True
librispeech_0178,librispeech_0178,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,19.78,long,evening,unknown,16000,52,2.629,True
librispeech_0179,librispeech_0179,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,16.01,long,night,unknown,16000,44,2.748,True
librispeech_0180,librispeech_0180,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,22.81,long,morning,unknown,16000,64,2.806,True
librispeech_0181,librispeech_0181,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,7.22,long,afternoon,unknown,16000,23,3.186,True
librispeech_0182,librispeech_0182,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,9.09,long,evening,unknown,16000,26,2.86,True
librispeech_0183,librispeech_0183,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,10.35,long,night,unknown,16000,32,3.092,True
librispeech_0184,librispeech_0184,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,5.24,medium,morning,unknown,16000,12,2.29,True
librispeech_0185,librispeech_0185,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,8.89,long,afternoon,unknown,16000,25,2.812,True
librispeech_0186,librispeech_0186,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,10.6,long,evening,unknown,16000,27,2.547,True
librispeech_0187,librispeech_0187,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,13.95,long,night,unknown,16000,41,2.939,True
librispeech_0188,librispeech_0188,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,19.43,long,morning,unknown,16000,52,2.676,True
librispeech_0189,librispeech_0189,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,14.995,long,afternoon,unknown,16000,48,3.201,True
librispeech_0190,librispeech_0190,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,17.57,long,evening,unknown,16000,55,3.13,True
librispeech_0191,librispeech_0191,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,9.58,long,night,unknown,16000,33,3.445,True
librispeech_0192,librispeech_0192,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,8.19,long,morning,unknown,16000,23,2.808,True
librispeech_0193,librispeech_0193,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,7.52,long,afternoon,unknown,16000,25,3.324,True
librispeech_0194,librispeech_0194,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,8.7,long,evening,unknown,16000,25,2.874,True
librispeech_0195,librispeech_0195,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,6.83,medium,night,unknown,16000,20,2.928,True
librispeech_0196,librispeech_0196,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,13.18,long,morning,unknown,16000,42,3.187,True
librispeech_0197,librispeech_0197,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.93,short,afternoon,unknown,16000,9,3.072,True
librispeech_0198,librispeech_0198,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.335,medium,evening,unknown,16000,12,3.598,True
librispeech_0199,librispeech_0199,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,9.265,long,night,unknown,16000,29,3.13,True
librispeech_0200,librispeech_0200,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.365,long,morning,unknown,16000,20,2.716,True
librispeech_0201,librispeech_0201,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.805,medium,afternoon,unknown,16000,11,2.891,True
librispeech_0202,librispeech_0202,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,10.255,long,evening,unknown,16000,33,3.218,True
librispeech_0203,librispeech_0203,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.81,medium,night,unknown,16000,11,2.287,True
librispeech_0204,librispeech_0204,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.245,medium,morning,unknown,16000,9,2.12,True
librispeech_0205,librispeech_0205,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.855,short,afternoon,unknown,16000,9,3.152,True
librispeech_0206,librispeech_0206,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.58,medium,evening,unknown,16000,18,3.226,True
librispeech_0207,librispeech_0207,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,8.1,long,night,unknown,16000,26,3.21,True
librispeech_0208,librispeech_0208,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,8.58,long,morning,unknown,16000,18,2.098,True
librispeech_0209,librispeech_0209,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.76,medium,afternoon,unknown,16000,13,3.457,True
librispeech_0210,librispeech_0210,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.435,long,evening,unknown,16000,24,3.228,True
librispeech_0211,librispeech_0211,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.91,medium,night,unknown,16000,22,3.723,True
librispeech_0212,librispeech_0212,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,10.55,long,morning,unknown,16000,30,2.844,True
librispeech_0213,librispeech_0213,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.32,medium,afternoon,unknown,16000,20,3.165,True
librispeech_0214,librispeech_0214,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.835,medium,evening,unknown,16000,18,3.723,True
librispeech_0215,librispeech_0215,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.35,medium,night,unknown,16000,11,2.529,True
librispeech_0216,librispeech_0216,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.48,short,morning,unknown,16000,6,2.419,True
librispeech_0217,librispeech_0217,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.7,medium,afternoon,unknown,16000,16,2.388,True
librispeech_0218,librispeech_0218,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,14.805,long,evening,unknown,16000,45,3.04,True
librispeech_0219,librispeech_0219,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.84,short,night,unknown,16000,12,4.225,True
librispeech_0220,librispeech_0220,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.77,short,morning,unknown,16000,7,2.527,True
librispeech_0221,librispeech_0221,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.95,medium,afternoon,unknown,16000,10,2.532,True
librispeech_0222,librispeech_0222,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.545,medium,evening,unknown,16000,12,2.64,True
librispeech_0223,librispeech_0223,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.415,medium,night,unknown,16000,12,3.514,True
librispeech_0224,librispeech_0224,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.92,medium,morning,unknown,16000,11,2.806,True
librispeech_0225,librispeech_0225,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,11.31,long,afternoon,unknown,16000,30,2.653,True
librispeech_0226,librispeech_0226,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,11.605,long,evening,unknown,16000,36,3.102,True
librispeech_0227,librispeech_0227,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.55,medium,night,unknown,16000,10,2.817,True
librispeech_0228,librispeech_0228,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.35,long,morning,unknown,16000,23,3.129,True
librispeech_0229,librispeech_0229,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.845,long,afternoon,unknown,16000,28,3.569,True
librispeech_0230,librispeech_0230,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,9.23,long,evening,unknown,16000,25,2.709,True
librispeech_0231,librispeech_0231,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.735,medium,night,unknown,16000,10,2.112,True
librispeech_0232,librispeech_0232,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.21,medium,morning,unknown,16000,13,2.495,True
librispeech_0233,librispeech_0233,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,10.62,long,afternoon,unknown,16000,31,2.919,True
librispeech_0234,librispeech_0234,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.74,short,evening,unknown,16000,9,3.285,True
librispeech_0235,librispeech_0235,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.295,medium,night,unknown,16000,18,3.399,True
librispeech_0236,librispeech_0236,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.81,medium,morning,unknown,16000,14,2.911,True
librispeech_0237,librispeech_0237,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.61,medium,afternoon,unknown,16000,18,2.723,True
librispeech_0238,librispeech_0238,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.47,medium,evening,unknown,16000,18,3.291,True
librispeech_0239,librispeech_0239,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,8.295,long,night,unknown,16000,26,3.134,True
librispeech_0240,librispeech_0240,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.555,medium,morning,unknown,16000,19,2.899,True
librispeech_0241,librispeech_0241,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.21,medium,afternoon,unknown,16000,16,3.071,True
librispeech_0242,librispeech_0242,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.35,medium,evening,unknown,16000,18,3.364,True
librispeech_0243,librispeech_0243,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.18,medium,night,unknown,16000,12,2.871,True
librispeech_0244,librispeech_0244,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.685,short,morning,unknown,16000,8,2.98,True
librispeech_0245,librispeech_0245,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,8.075,long,afternoon,unknown,16000,26,3.22,True
librispeech_0246,librispeech_0246,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.745,short,evening,unknown,16000,9,3.279,True
librispeech_0247,librispeech_0247,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.54,short,night,unknown,16000,8,3.15,True
librispeech_0248,librispeech_0248,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.365,medium,morning,unknown,16000,10,2.972,True
librispeech_0249,librispeech_0249,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.02,medium,afternoon,unknown,16000,13,3.234,True
librispeech_0250,librispeech_0250,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.44,medium,evening,unknown,16000,10,2.907,True
librispeech_0251,librispeech_0251,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.15,medium,night,unknown,16000,10,3.175,True
librispeech_0252,librispeech_0252,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.59,short,morning,unknown,16000,7,2.703,True
librispeech_0253,librispeech_0253,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,9.16,long,afternoon,unknown,16000,28,3.057,True
librispeech_0254,librispeech_0254,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.8,short,evening,unknown,16000,7,2.5,True
librispeech_0255,librispeech_0255,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.045,medium,night,unknown,16000,5,1.642,True
librispeech_0256,librispeech_0256,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,9.175,long,morning,unknown,16000,22,2.398,True
librispeech_0257,librispeech_0257,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.015,medium,afternoon,unknown,16000,15,2.494,True
librispeech_0258,librispeech_0258,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.56,medium,evening,unknown,16000,17,3.058,True
librispeech_0259,librispeech_0259,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,9.4,long,night,unknown,16000,27,2.872,True
librispeech_0260,librispeech_0260,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.48,medium,morning,unknown,16000,18,2.778,True
librispeech_0261,librispeech_0261,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.19,long,afternoon,unknown,16000,22,3.06,True
librispeech_0262,librispeech_0262,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.045,medium,evening,unknown,16000,14,3.461,True
librispeech_0263,librispeech_0263,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.525,medium,night,unknown,16000,11,2.431,True
librispeech_0264,librispeech_0264,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.425,medium,morning,unknown,16000,18,2.802,True
librispeech_0265,librispeech_0265,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.155,medium,afternoon,unknown,16000,14,2.716,True
librispeech_0266,librispeech_0266,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,10.025,long,evening,unknown,16000,28,2.793,True
librispeech_0267,librispeech_0267,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.49,long,night,unknown,16000,17,2.27,True
librispeech_0268,librispeech_0268,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.355,long,morning,unknown,16000,19,2.583,True
librispeech_0269,librispeech_0269,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,10.205,long,afternoon,unknown,16000,31,3.038,True
librispeech_0270,librispeech_0270,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,1.935,short,evening,unknown,16000,6,3.101,True
librispeech_0271,librispeech_0271,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.29,medium,night,unknown,16000,12,2.797,True
librispeech_0272,librispeech_0272,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.225,medium,morning,unknown,16000,12,2.297,True
librispeech_0273,librispeech_0273,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,2.09,short,afternoon,unknown,16000,6,2.871,True
librispeech_0274,librispeech_0274,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.655,medium,evening,unknown,16000,12,2.578,True
librispeech_0275,librispeech_0275,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.38,medium,night,unknown,16000,13,2.416,True
librispeech_0276,librispeech_0276,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.78,medium,morning,unknown,16000,12,2.51,True
librispeech_0277,librispeech_0277,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.135,medium,afternoon,unknown,16000,16,2.608,True
librispeech_0278,librispeech_0278,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,5.235,medium,evening,unknown,16000,15,2.865,True
librispeech_0279,librispeech_0279,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.55,medium,night,unknown,16000,6,1.69,True
librispeech_0280,librispeech_0280,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.675,medium,morning,unknown,16000,18,2.697,True
librispeech_0281,librispeech_0281,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.87,medium,afternoon,unknown,16000,11,2.842,True
librispeech_0282,librispeech_0282,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,11.79,long,evening,unknown,16000,34,2.884,True
librispeech_0283,librispeech_0283,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,15.22,long,night,unknown,16000,49,3.219,True
librispeech_0284,librispeech_0284,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,4.72,medium,morning,unknown,16000,16,3.39,True
librispeech_0285,librispeech_0285,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.12,long,afternoon,unknown,16000,21,2.949,True
librispeech_0286,librispeech_0286,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.1,medium,evening,unknown,16000,18,2.951,True
librispeech_0287,librispeech_0287,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.26,long,night,unknown,16000,24,3.306,True
librispeech_0288,librispeech_0288,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.795,long,morning,unknown,16000,24,3.079,True
librispeech_0289,librispeech_0289,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.815,long,afternoon,unknown,16000,26,3.327,True
librispeech_0290,librispeech_0290,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.705,medium,evening,unknown,16000,20,2.983,True
librispeech_0291,librispeech_0291,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,8.555,long,night,unknown,16000,29,3.39,True
librispeech_0292,librispeech_0292,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.725,medium,morning,unknown,16000,24,3.569,True
librispeech_0293,librispeech_0293,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,10.86,long,afternoon,unknown,16000,31,2.855,True
librispeech_0294,librispeech_0294,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,8.82,long,evening,unknown,16000,29,3.288,True
librispeech_0295,librispeech_0295,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,16.28,long,night,unknown,16000,55,3.378,True
librispeech_0296,librispeech_0296,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,9.32,long,morning,unknown,16000,31,3.326,True
librispeech_0297,librispeech_0297,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,6.295,medium,afternoon,unknown,16000,19,3.018,True
librispeech_0298,librispeech_0298,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,7.75,long,evening,unknown,16000,23,2.968,True
librispeech_0299,librispeech_0299,8d7e97064d1799eb6ca5bccdf2bc5fa8177c68b9a5b7b9ceac7c036a78474976,3.135,medium,night,unknown,16000,8,2.552,True
librispeech_0300,librispeech_0300,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,13.26,long,morning,unknown,16000,46,3.469,True
librispeech_0301,librispeech_0301,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,2.46,short,afternoon,unknown,16000,7,2.846,True
librispeech_0302,librispeech_0302,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,2.825,short,evening,unknown,16000,11,3.894,True
librispeech_0303,librispeech_0303,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,8.535,long,night,unknown,16000,27,3.163,True
librispeech_0304,librispeech_0304,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,5.035,medium,morning,unknown,16000,16,3.178,True
librispeech_0305,librispeech_0305,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,14.95,long,afternoon,unknown,16000,39,2.609,True
librispeech_0306,librispeech_0306,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,14.21,long,evening,unknown,16000,35,2.463,True
librispeech_0307,librispeech_0307,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,4.395,medium,night,unknown,16000,12,2.73,True
librispeech_0308,librispeech_0308,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,2.495,short,morning,unknown,16000,5,2.004,True
librispeech_0309,librispeech_0309,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,9.025,long,afternoon,unknown,16000,22,2.438,True
librispeech_0310,librispeech_0310,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,3.47,medium,evening,unknown,16000,6,1.729,True
librispeech_0311,librispeech_0311,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,5.38,medium,night,unknown,16000,13,2.416,True
librispeech_0312,librispeech_0312,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,5.865,medium,morning,unknown,16000,16,2.728,True
librispeech_0313,librispeech_0313,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,14.92,long,afternoon,unknown,16000,36,2.413,True
librispeech_0314,librispeech_0314,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,5.16,medium,evening,unknown,16000,13,2.519,True
librispeech_0315,librispeech_0315,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,3.855,medium,night,unknown,16000,10,2.594,True
librispeech_0316,librispeech_0316,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,5.23,medium,morning,unknown,16000,17,3.25,True
librispeech_0317,librispeech_0317,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,4.57,medium,afternoon,unknown,16000,15,3.282,True
librispeech_0318,librispeech_0318,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,2.89,short,evening,unknown,16000,9,3.114,True
librispeech_0319,librispeech_0319,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,2.185,short,night,unknown,16000,5,2.288,True
librispeech_0320,librispeech_0320,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,4.175,medium,morning,unknown,16000,11,2.635,True
librispeech_0321,librispeech_0321,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,3.17,medium,afternoon,unknown,16000,13,4.101,True
librispeech_0322,librispeech_0322,29d5c72583e552deace120e15dd95a34f0ee4fc533451f131b4b3fe84c8951a4,6.3,medium,evening,unknown,16000,23,3.651,True
