audio_id,audio_path,transcript,sample_rate,source,split
librispeech_0269,data\raw\librispeech_sample\librispeech_0269.wav,ONCE IN THE NIGHT I SLIPPED AWAY FROM THE BIVOUAC AND HURRIED TO THE OLD TISHIMINGO HOTEL TO SEE A LIEUTENANT OF MY COMPANY WHO HAD BEEN SHOT THROUGH THE BREAST,16000,LibriSpeech dev-clean,validation
librispeech_0270,data\raw\librispeech_sample\librispeech_0270.wav,I COULD NOT HELP MY FRIEND,16000,LibriSpeech dev-clean,validation
librispeech_0271,data\raw\librispeech_sample\librispeech_0271.wav,GO BACK TO THE REGIMENT HE SAID SMILING ALL WILL BE NEEDED,16000,LibriSpeech dev-clean,validation
librispeech_0272,data\raw\librispeech_sample\librispeech_0272.wav,MY FRIEND WITH MANY OTHERS WAS BEING CARRIED OUT TO DIE ELSEWHERE,16000,LibriSpeech dev-clean,validation
librispeech_0273,data\raw\librispeech_sample\librispeech_0273.wav,I HASTENED BACK TO THE LINES,16000,LibriSpeech dev-clean,validation
librispeech_0274,data\raw\librispeech_sample\librispeech_0274.wav,THE CLOUD OF REBELS WE HAD SEEN DIVIDED ITSELF INTO THREE COLUMNS,16000,LibriSpeech dev-clean,validation
librispeech_0275,data\raw\librispeech_sample\librispeech_0275.wav,A PERFECT BLAZE OF CLOSE RANGE MUSKETRY TOO MOWED THEM DOWN LIKE GRASS,16000,LibriSpeech dev-clean,validation
librispeech_0276,data\raw\librispeech_sample\librispeech_0276.wav,THEY LAY IN HEAPS OF DOZENS EVEN CLOSE UP TO THE WORKS,16000,LibriSpeech dev-clean,validation
librispeech_0277,data\raw\librispeech_sample\librispeech_0277.wav,THAT NIGHT I STOOD GUARD UNDER AN OAK TREE ON THE BATTLEFIELD AMONG THE UNBURIED DEAD,16000,LibriSpeech dev-clean,validation
librispeech_0278,data\raw\librispeech_sample\librispeech_0278.wav,INDEED WE OF THE RANK AND FILE HAD LITTLE CONFIDENCE IN GRANT IN THOSE DAYS,16000,LibriSpeech dev-clean,validation
librispeech_0279,data\raw\librispeech_sample\librispeech_0279.wav,ROSECRANS PROTESTED IT WAS IN VAIN,16000,LibriSpeech dev-clean,validation
librispeech_0280,data\raw\librispeech_sample\librispeech_0280.wav,IT REQUIRED MONTHS AND GREAT EVENTS TO MAKE GRANT THE HERO OF THE ARMY WHICH HE AFTERWARD BECAME,16000,LibriSpeech dev-clean,validation
librispeech_0281,data\raw\librispeech_sample\librispeech_0281.wav,FOR SOME REASON THE DEAD AT HATCHIE BRIDGE WERE NOT BURIED,16000,LibriSpeech dev-clean,validation
librispeech_0282,data\raw\librispeech_sample\librispeech_0282.wav,A WEEK AFTER THE BATTLE MY BROTHER RODE BY THERE ON A CAVALRY EXPEDITION AND MADE THE HORRIBLE DISCOVERY THAT HOGS WERE EATING UP THE BODIES OF OUR DEAD HEROES THAT TOO WAS WAR,16000,LibriSpeech dev-clean,validation
librispeech_0283,data\raw\librispeech_sample\librispeech_0283.wav,HE HAD LITTLE ENOUGH TO BREAK OR BITE AND ONCE WHEN THERE WAS A GREAT FAMINE IN THE LAND HE COULD HARDLY PROCURE EVEN HIS DAILY BREAD AND AS HE LAY THINKING IN HIS BED ONE NIGHT HE SIGHED AND SAID TO HIS WIFE WHAT WILL BECOME OF US,16000,LibriSpeech dev-clean,validation
librispeech_0284,data\raw\librispeech_sample\librispeech_0284.wav,HOW CAN WE FEED OUR CHILDREN WHEN WE HAVE NO MORE THAN WE CAN EAT OURSELVES,16000,LibriSpeech dev-clean,validation
librispeech_0285,data\raw\librispeech_sample\librispeech_0285.wav,OH YOU SIMPLETON SAID SHE THEN WE MUST ALL FOUR DIE OF HUNGER YOU HAD BETTER PLANE THE COFFINS FOR US,16000,LibriSpeech dev-clean,validation
librispeech_0286,data\raw\librispeech_sample\librispeech_0286.wav,BUT SHE LEFT HIM NO PEACE TILL HE CONSENTED SAYING AH BUT I SHALL MISS THE POOR CHILDREN,16000,LibriSpeech dev-clean,validation
librispeech_0287,data\raw\librispeech_sample\librispeech_0287.wav,AND AS SOON AS THEIR PARENTS HAD GONE TO SLEEP HE GOT UP PUT ON HIS COAT AND UNBARRING THE BACK DOOR WENT OUT,16000,LibriSpeech dev-clean,validation
librispeech_0288,data\raw\librispeech_sample\librispeech_0288.wav,AH FATHER SAID HANSEL I AM LOOKING AT MY WHITE CAT SITTING UPON THE ROOF OF THE HOUSE AND TRYING TO SAY GOOD BYE,16000,LibriSpeech dev-clean,validation
librispeech_0289,data\raw\librispeech_sample\librispeech_0289.wav,BUT IN REALITY HANSEL WAS NOT LOOKING AT A CAT BUT EVERY TIME HE STOPPED HE DROPPED A PEBBLE OUT OF HIS POCKET UPON THE PATH,16000,LibriSpeech dev-clean,validation
librispeech_0290,data\raw\librispeech_sample\librispeech_0290.wav,BUT HER HUSBAND FELT HEAVY AT HEART AND THOUGHT IT WERE BETTER TO SHARE THE LAST CRUST WITH THE CHILDREN,16000,LibriSpeech dev-clean,validation
librispeech_0291,data\raw\librispeech_sample\librispeech_0291.wav,EARLY IN THE MORNING THE STEPMOTHER CAME AND PULLED THEM OUT OF BED AND GAVE THEM EACH A SLICE OF BREAD WHICH WAS STILL SMALLER THAN THE FORMER PIECE,16000,LibriSpeech dev-clean,validation
librispeech_0292,data\raw\librispeech_sample\librispeech_0292.wav,WE ARE GOING INTO THE FOREST TO HEW WOOD AND IN THE EVENING WHEN WE ARE READY WE WILL COME AND FETCH YOU AGAIN,16000,LibriSpeech dev-clean,validation
librispeech_0293,data\raw\librispeech_sample\librispeech_0293.wav,HANSEL THOUGHT THE ROOF TASTED VERY NICE AND SO HE TORE OFF A GREAT PIECE WHILE GRETHEL BROKE A LARGE ROUND PANE OUT OF THE WINDOW AND SAT DOWN QUITE CONTENTEDLY,16000,LibriSpeech dev-clean,validation
librispeech_0294,data\raw\librispeech_sample\librispeech_0294.wav,COME IN AND STOP WITH ME AND NO HARM SHALL COME TO YOU AND SO SAYING SHE TOOK THEM BOTH BY THE HAND AND LED THEM INTO HER COTTAGE,16000,LibriSpeech dev-clean,validation
librispeech_0295,data\raw\librispeech_sample\librispeech_0295.wav,THE OLD WOMAN BEHAVED VERY KINDLY TO THEM BUT IN REALITY SHE WAS A WICKED OLD WITCH WHO WAY LAID CHILDREN AND BUILT THE BREADHOUSE IN ORDER TO ENTICE THEM IN BUT AS SOON AS THEY WERE IN HER POWER SHE KILLED THEM COOKED AND ATE THEM AND MADE A GREAT FESTIVAL OF THE DAY,16000,LibriSpeech dev-clean,validation
librispeech_0296,data\raw\librispeech_sample\librispeech_0296.wav,THEN SHE TOOK UP HANSEL WITH HER ROUGH HAND AND SHUT HIM UP IN A LITTLE CAGE WITH A LATTICE DOOR AND ALTHOUGH HE SCREAMED LOUDLY IT WAS OF NO USE,16000,LibriSpeech dev-clean,validation
librispeech_0297,data\raw\librispeech_sample\librispeech_0297.wav,GRETHEL BEGAN TO CRY BUT IT WAS ALL USELESS FOR THE OLD WITCH MADE HER DO AS SHE WANTED,16000,LibriSpeech dev-clean,validation
librispeech_0298,data\raw\librispeech_sample\librispeech_0298.wav,GRETHEL SHE CRIED IN A PASSION GET SOME WATER QUICKLY BE HANSEL FAT OR LEAN THIS MORNING I WILL KILL AND COOK HIM,16000,LibriSpeech dev-clean,validation
librispeech_0299,data\raw\librispeech_sample\librispeech_0299.wav,DEAR GOOD GOD HELP US NOW SHE PRAYED,16000,LibriSpeech dev-clean,validation
librispeech_0300,data\raw\librispeech_sample\librispeech_0300.wav,CREEP IN SAID THE WITCH AND SEE IF IT IS HOT ENOUGH AND THEN WE WILL PUT IN THE BREAD BUT SHE INTENDED WHEN GRETHEL GOT IN TO SHUT UP THE OVEN AND LET HER BAKE SO THAT SHE MIGHT EAT HER AS WELL AS HANSEL,16000,LibriSpeech dev-clean,validation
librispeech_0301,data\raw\librispeech_sample\librispeech_0301.wav,SEE I COULD EVEN GET IN MYSELF,16000,LibriSpeech dev-clean,validation
librispeech_0302,data\raw\librispeech_sample\librispeech_0302.wav,AND SHE GOT UP AND PUT HER HEAD INTO THE OVEN,16000,LibriSpeech dev-clean,validation
librispeech_0303,data\raw\librispeech_sample\librispeech_0303.wav,AND NOW AS THERE WAS NOTHING TO FEAR THEY WENT BACK TO THE WITCH'S HOUSE WHERE IN EVERY CORNER WERE CASKETS FULL OF PEARLS AND PRECIOUS STONES,16000,LibriSpeech dev-clean,validation
librispeech_0304,data\raw\librispeech_sample\librispeech_0304.wav,THEN THEY BEGAN TO RUN AND RUSHING INTO THE HOUSE THEY FELL UPON THEIR FATHER'S NECK,16000,LibriSpeech dev-clean,validation
librispeech_0305,data\raw\librispeech_sample\librispeech_0305.wav,FUCHS BROUGHT UP A SACK OF POTATOES AND A PIECE OF CURED PORK FROM THE CELLAR AND GRANDMOTHER PACKED SOME LOAVES OF SATURDAY'S BREAD A JAR OF BUTTER AND SEVERAL PUMPKIN PIES IN THE STRAW OF THE WAGON BOX,16000,LibriSpeech dev-clean,validation
librispeech_0306,data\raw\librispeech_sample\librispeech_0306.wav,OCCASIONALLY ONE OF THE HORSES WOULD TEAR OFF WITH HIS TEETH A PLANT FULL OF BLOSSOMS AND WALK ALONG MUNCHING IT THE FLOWERS NODDING IN TIME TO HIS BITES AS HE ATE DOWN TOWARD THEM,16000,LibriSpeech dev-clean,validation
librispeech_0307,data\raw\librispeech_sample\librispeech_0307.wav,IT'S NO BETTER THAN A BADGER HOLE NO PROPER DUGOUT AT ALL,16000,LibriSpeech dev-clean,validation
librispeech_0308,data\raw\librispeech_sample\librispeech_0308.wav,NOW WHY IS THAT OTTO,16000,LibriSpeech dev-clean,validation
librispeech_0309,data\raw\librispeech_sample\librispeech_0309.wav,PRESENTLY AGAINST ONE OF THOSE BANKS I SAW A SORT OF SHED THATCHED WITH THE SAME WINE COLORED GRASS THAT GREW EVERYWHERE,16000,LibriSpeech dev-clean,validation
librispeech_0310,data\raw\librispeech_sample\librispeech_0310.wav,VERY GLAD VERY GLAD SHE EJACULATED,16000,LibriSpeech dev-clean,validation
librispeech_0311,data\raw\librispeech_sample\librispeech_0311.wav,YOU'LL GET FIXED UP COMFORTABLE AFTER WHILE MISSUS SHIMERDA MAKE GOOD HOUSE,16000,LibriSpeech dev-clean,validation
librispeech_0312,data\raw\librispeech_sample\librispeech_0312.wav,MY GRANDMOTHER ALWAYS SPOKE IN A VERY LOUD TONE TO FOREIGNERS AS IF THEY WERE DEAF,16000,LibriSpeech dev-clean,validation
librispeech_0313,data\raw\librispeech_sample\librispeech_0313.wav,SHE MADE MISSUS SHIMERDA UNDERSTAND THE FRIENDLY INTENTION OF OUR VISIT AND THE BOHEMIAN WOMAN HANDLED THE LOAVES OF BREAD AND EVEN SMELLED THEM AND EXAMINED THE PIES WITH LIVELY CURIOSITY EXCLAIMING MUCH GOOD MUCH THANK,16000,LibriSpeech dev-clean,validation
librispeech_0314,data\raw\librispeech_sample\librispeech_0314.wav,THE FAMILY HAD BEEN LIVING ON CORNCAKES AND SORGHUM MOLASSES FOR THREE DAYS,16000,LibriSpeech dev-clean,validation
librispeech_0315,data\raw\librispeech_sample\librispeech_0315.wav,I REMEMBERED WHAT THE CONDUCTOR HAD SAID ABOUT HER EYES,16000,LibriSpeech dev-clean,validation
librispeech_0316,data\raw\librispeech_sample\librispeech_0316.wav,HER SKIN WAS BROWN TOO AND IN HER CHEEKS SHE HAD A GLOW OF RICH DARK COLOR,16000,LibriSpeech dev-clean,validation
librispeech_0317,data\raw\librispeech_sample\librispeech_0317.wav,EVEN FROM A DISTANCE ONE COULD SEE THAT THERE WAS SOMETHING STRANGE ABOUT THIS BOY,16000,LibriSpeech dev-clean,validation
librispeech_0318,data\raw\librispeech_sample\librispeech_0318.wav,HE WAS BORN LIKE THAT THE OTHERS ARE SMART,16000,LibriSpeech dev-clean,validation
librispeech_0319,data\raw\librispeech_sample\librispeech_0319.wav,AMBROSCH HE MAKE GOOD FARMER,16000,LibriSpeech dev-clean,validation
librispeech_0320,data\raw\librispeech_sample\librispeech_0320.wav,HE STRUCK AMBROSCH ON THE BACK AND THE BOY SMILED KNOWINGLY,16000,LibriSpeech dev-clean,validation
librispeech_0321,data\raw\librispeech_sample\librispeech_0321.wav,AT THAT MOMENT THE FATHER CAME OUT OF THE HOLE IN THE BANK,16000,LibriSpeech dev-clean,validation
librispeech_0322,data\raw\librispeech_sample\librispeech_0322.wav,IT WAS SO LONG THAT IT BUSHED OUT BEHIND HIS EARS AND MADE HIM LOOK LIKE THE OLD PORTRAITS I REMEMBERED IN VIRGINIA,16000,LibriSpeech dev-clean,validation
librispeech_0323,data\raw\librispeech_sample\librispeech_0323.wav,I NOTICED HOW WHITE AND WELL SHAPED HIS OWN HANDS WERE,16000,LibriSpeech dev-clean,validation
librispeech_0324,data\raw\librispeech_sample\librispeech_0324.wav,WE STOOD PANTING ON THE EDGE OF THE RAVINE LOOKING DOWN AT THE TREES AND BUSHES THAT GREW BELOW US,16000,LibriSpeech dev-clean,validation
librispeech_0325,data\raw\librispeech_sample\librispeech_0325.wav,THE WIND WAS SO STRONG THAT I HAD TO HOLD MY HAT ON AND THE GIRLS SKIRTS WERE BLOWN OUT BEFORE THEM,16000,LibriSpeech dev-clean,validation
librispeech_0326,data\raw\librispeech_sample\librispeech_0326.wav,SHE LOOKED AT ME HER EYES FAIRLY BLAZING WITH THINGS SHE COULD NOT SAY,16000,LibriSpeech dev-clean,validation
librispeech_0327,data\raw\librispeech_sample\librispeech_0327.wav,SHE POINTED INTO THE GOLD COTTONWOOD TREE BEHIND WHOSE TOP WE STOOD AND SAID AGAIN WHAT NAME,16000,LibriSpeech dev-clean,validation
librispeech_0328,data\raw\librispeech_sample\librispeech_0328.wav,ANTONIA POINTED UP TO THE SKY AND QUESTIONED ME WITH HER GLANCE,16000,LibriSpeech dev-clean,validation
librispeech_0329,data\raw\librispeech_sample\librispeech_0329.wav,SHE GOT UP ON HER KNEES AND WRUNG HER HANDS,16000,LibriSpeech dev-clean,validation
librispeech_0330,data\raw\librispeech_sample\librispeech_0330.wav,SHE WAS QUICK AND VERY EAGER,16000,LibriSpeech dev-clean,validation
librispeech_0331,data\raw\librispeech_sample\librispeech_0331.wav,WE WERE SO DEEP IN THE GRASS THAT WE COULD SEE NOTHING BUT THE BLUE SKY OVER US AND THE GOLD TREE IN FRONT OF US,16000,LibriSpeech dev-clean,validation
librispeech_0332,data\raw\librispeech_sample\librispeech_0332.wav,AFTER ANTONIA HAD SAID THE NEW WORDS OVER AND OVER SHE WANTED TO GIVE ME A LITTLE CHASED SILVER RING SHE WORE ON HER MIDDLE FINGER,16000,LibriSpeech dev-clean,validation
librispeech_0333,data\raw\librispeech_sample\librispeech_0333.wav,WHEN I CAME UP HE TOUCHED MY SHOULDER AND LOOKED SEARCHINGLY DOWN INTO MY FACE FOR SEVERAL SECONDS,16000,LibriSpeech dev-clean,validation
librispeech_0334,data\raw\librispeech_sample\librispeech_0334.wav,I BECAME SOMEWHAT EMBARRASSED FOR I WAS USED TO BEING TAKEN FOR GRANTED BY MY ELDERS,16000,LibriSpeech dev-clean,validation
librispeech_0335,data\raw\librispeech_sample\librispeech_0335.wav,IN ARISTOCRATIC COMMUNITIES THE PEOPLE READILY GIVE THEMSELVES UP TO BURSTS OF TUMULTUOUS AND BOISTEROUS GAYETY WHICH SHAKE OFF AT ONCE THE RECOLLECTION OF THEIR PRIVATIONS THE NATIVES OF DEMOCRACIES ARE NOT FOND OF BEING THUS VIOLENTLY BROKEN IN UPON AND THEY NEVER LOSE SIGHT OF THEIR OWN SELVES WITHOUT REGRET,16000,LibriSpeech dev-clean,validation
librispeech_0336,data\raw\librispeech_sample\librispeech_0336.wav,AN AMERICAN INSTEAD OF GOING IN A LEISURE HOUR TO DANCE MERRILY AT SOME PLACE OF PUBLIC RESORT AS THE FELLOWS OF HIS CALLING CONTINUE TO DO THROUGHOUT THE GREATER PART OF EUROPE SHUTS HIMSELF UP AT HOME TO DRINK,16000,LibriSpeech dev-clean,validation
librispeech_0337,data\raw\librispeech_sample\librispeech_0337.wav,I BELIEVE THE SERIOUSNESS OF THE AMERICANS ARISES PARTLY FROM THEIR PRIDE,16000,LibriSpeech dev-clean,validation
librispeech_0338,data\raw\librispeech_sample\librispeech_0338.wav,THIS IS MORE ESPECIALLY THE CASE AMONGST THOSE FREE NATIONS WHICH FORM DEMOCRATIC COMMUNITIES,16000,LibriSpeech dev-clean,validation
librispeech_0339,data\raw\librispeech_sample\librispeech_0339.wav,THEN THERE ARE IN ALL CLASSES A VERY LARGE NUMBER OF MEN CONSTANTLY OCCUPIED WITH THE SERIOUS AFFAIRS OF THE GOVERNMENT AND THOSE WHOSE THOUGHTS ARE NOT ENGAGED IN THE DIRECTION OF THE COMMONWEALTH ARE WHOLLY ENGROSSED BY THE ACQUISITION OF A PRIVATE FORTUNE,16000,LibriSpeech dev-clean,validation
librispeech_0340,data\raw\librispeech_sample\librispeech_0340.wav,I DO NOT BELIEVE IN SUCH REPUBLICS ANY MORE THAN IN THAT OF PLATO OR IF THE THINGS WE READ OF REALLY HAPPENED I DO NOT HESITATE TO AFFIRM THAT THESE SUPPOSED DEMOCRACIES WERE COMPOSED OF VERY DIFFERENT ELEMENTS FROM OURS AND THAT THEY HAD NOTHING IN COMMON WITH THE LATTER EXCEPT THEIR NAME,16000,LibriSpeech dev-clean,validation
librispeech_0341,data\raw\librispeech_sample\librispeech_0341.wav,IN ARISTOCRACIES EVERY MAN HAS ONE SOLE OBJECT WHICH HE UNCEASINGLY PURSUES BUT AMONGST DEMOCRATIC NATIONS THE EXISTENCE OF MAN IS MORE COMPLEX THE SAME MIND WILL ALMOST ALWAYS EMBRACE SEVERAL OBJECTS AT THE SAME TIME AND THESE OBJECTS ARE FREQUENTLY WHOLLY FOREIGN TO EACH OTHER AS IT CANNOT KNOW THEM ALL WELL THE MIND IS READILY SATISFIED WITH IMPERFECT NOTIONS OF EACH,16000,LibriSpeech dev-clean,validation
librispeech_0342,data\raw\librispeech_sample\librispeech_0342.wav,CHAPTER SIXTEEN WHY THE NATIONAL VANITY OF THE AMERICANS IS MORE RESTLESS AND CAPTIOUS THAN THAT OF THE ENGLISH,16000,LibriSpeech dev-clean,validation
librispeech_0343,data\raw\librispeech_sample\librispeech_0343.wav,THE AMERICANS IN THEIR INTERCOURSE WITH STRANGERS APPEAR IMPATIENT OF THE SMALLEST CENSURE AND INSATIABLE OF PRAISE,16000,LibriSpeech dev-clean,validation
librispeech_0344,data\raw\librispeech_sample\librispeech_0344.wav,IF I SAY TO AN AMERICAN THAT THE COUNTRY HE LIVES IN IS A FINE ONE AY HE REPLIES THERE IS NOT ITS FELLOW IN THE WORLD,16000,LibriSpeech dev-clean,validation
librispeech_0345,data\raw\librispeech_sample\librispeech_0345.wav,IF I APPLAUD THE FREEDOM WHICH ITS INHABITANTS ENJOY HE ANSWERS FREEDOM IS A FINE THING BUT FEW NATIONS ARE WORTHY TO ENJOY IT,16000,LibriSpeech dev-clean,validation
librispeech_0346,data\raw\librispeech_sample\librispeech_0346.wav,IN ARISTOCRATIC COUNTRIES THE GREAT POSSESS IMMENSE PRIVILEGES UPON WHICH THEIR PRIDE RESTS WITHOUT SEEKING TO RELY UPON THE LESSER ADVANTAGES WHICH ACCRUE TO THEM,16000,LibriSpeech dev-clean,validation
librispeech_0347,data\raw\librispeech_sample\librispeech_0347.wav,THEY THEREFORE ENTERTAIN A CALM SENSE OF THEIR SUPERIORITY THEY DO NOT DREAM OF VAUNTING PRIVILEGES WHICH EVERYONE PERCEIVES AND NO ONE CONTESTS AND THESE THINGS ARE NOT SUFFICIENTLY NEW TO THEM TO BE MADE TOPICS OF CONVERSATION,16000,LibriSpeech dev-clean,validation
librispeech_0348,data\raw\librispeech_sample\librispeech_0348.wav,THEY STAND UNMOVED IN THEIR SOLITARY GREATNESS WELL ASSURED THAT THEY ARE SEEN OF ALL THE WORLD WITHOUT ANY EFFORT TO SHOW THEMSELVES OFF AND THAT NO ONE WILL ATTEMPT TO DRIVE THEM FROM THAT POSITION,16000,LibriSpeech dev-clean,validation
librispeech_0349,data\raw\librispeech_sample\librispeech_0349.wav,WHEN AN ARISTOCRACY CARRIES ON THE PUBLIC AFFAIRS ITS NATIONAL PRIDE NATURALLY ASSUMES THIS RESERVED INDIFFERENT AND HAUGHTY FORM WHICH IS IMITATED BY ALL THE OTHER CLASSES OF THE NATION,16000,LibriSpeech dev-clean,validation
librispeech_0350,data\raw\librispeech_sample\librispeech_0350.wav,THESE PERSONS THEN DISPLAYED TOWARDS EACH OTHER PRECISELY THE SAME PUERILE JEALOUSIES WHICH ANIMATE THE MEN OF DEMOCRACIES THE SAME EAGERNESS TO SNATCH THE SMALLEST ADVANTAGES WHICH THEIR EQUALS CONTESTED AND THE SAME DESIRE TO PARADE OSTENTATIOUSLY THOSE OF WHICH THEY WERE IN POSSESSION,16000,LibriSpeech dev-clean,validation
librispeech_0351,data\raw\librispeech_sample\librispeech_0351.wav,THE TWO STRAY KITTENS GRADUALLY MAKE THEMSELVES AT HOME,16000,LibriSpeech dev-clean,validation
librispeech_0352,data\raw\librispeech_sample\librispeech_0352.wav,SOMEHOW OR OTHER CAT HAS TAUGHT THEM THAT HE'S IN CHARGE HERE AND HE JUST CHASES THEM FOR FUN NOW AND AGAIN WHEN HE'S NOT BUSY SLEEPING,16000,LibriSpeech dev-clean,validation
librispeech_0353,data\raw\librispeech_sample\librispeech_0353.wav,SHE DOESN'T PICK THEM UP BUT JUST HAVING THEM IN THE ROOM SURE DOESN'T GIVE HER ASTHMA,16000,LibriSpeech dev-clean,validation
librispeech_0354,data\raw\librispeech_sample\librispeech_0354.wav,WHEN ARE YOU GETTING RID OF THESE CATS I'M NOT FIXING TO START AN ANNEX TO KATE'S CAT HOME,16000,LibriSpeech dev-clean,validation
librispeech_0355,data\raw\librispeech_sample\librispeech_0355.wav,RIGHT AWAY WHEN I BRING HOME MY NEW PROGRAM HE SAYS HOW COME YOU'RE TAKING ONE LESS COURSE THIS HALF,16000,LibriSpeech dev-clean,validation
librispeech_0356,data\raw\librispeech_sample\librispeech_0356.wav,I EXPLAIN THAT I'M TAKING MUSIC AND ALSO BIOLOGY ALGEBRA ENGLISH AND FRENCH MUSIC HE SNORTS,16000,LibriSpeech dev-clean,validation
librispeech_0357,data\raw\librispeech_sample\librispeech_0357.wav,POP IT'S A COURSE,16000,LibriSpeech dev-clean,validation
librispeech_0358,data\raw\librispeech_sample\librispeech_0358.wav,HE DOES AND FOR ONCE I WIN A ROUND I KEEP MUSIC FOR THIS SEMESTER,16000,LibriSpeech dev-clean,validation
librispeech_0359,data\raw\librispeech_sample\librispeech_0359.wav,I'LL BE LUCKY IF I HAVE TIME TO BREATHE,16000,LibriSpeech dev-clean,validation
librispeech_0360,data\raw\librispeech_sample\librispeech_0360.wav,SOMETIMES SCHOOLS DO LET KIDS TAKE A LOT OF SOFT COURSES AND THEN THEY'RE OUT ON A LIMB LATER HUH,16000,LibriSpeech dev-clean,validation
librispeech_0361,data\raw\librispeech_sample\librispeech_0361.wav,SO HE CARES HUH,16000,LibriSpeech dev-clean,validation
librispeech_0362,data\raw\librispeech_sample\librispeech_0362.wav,BESIDES SAYS TOM HALF THE REASON YOU AND YOUR FATHER ARE ALWAYS BICKERING IS THAT YOU'RE SO MUCH ALIKE ME LIKE HIM SURE,16000,LibriSpeech dev-clean,validation
librispeech_0363,data\raw\librispeech_sample\librispeech_0363.wav,AS LONG AS THERE'S A BONE ON THE FLOOR THE TWO OF YOU WORRY IT,16000,LibriSpeech dev-clean,validation
librispeech_0364,data\raw\librispeech_sample\librispeech_0364.wav,I GET THE PILLOWS COMFORTABLY ARRANGED ON THE FLOOR WITH A BIG BOTTLE OF SODA AND A BAG OF POPCORN WITHIN EASY REACH,16000,LibriSpeech dev-clean,validation
librispeech_0365,data\raw\librispeech_sample\librispeech_0365.wav,POP GOES RIGHT ON TUNING HIS CHANNEL,16000,LibriSpeech dev-clean,validation
librispeech_0366,data\raw\librispeech_sample\librispeech_0366.wav,YOU'RE GETTING ALTOGETHER TOO UPSET ABOUT THESE PROGRAMS STOP IT AND BEHAVE YOURSELF,16000,LibriSpeech dev-clean,validation
librispeech_0367,data\raw\librispeech_sample\librispeech_0367.wav,IT'S YOUR FAULT MOP IT UP YOURSELF,16000,LibriSpeech dev-clean,validation
librispeech_0368,data\raw\librispeech_sample\librispeech_0368.wav,I HEAR THE T V GOING FOR A FEW MINUTES THEN POP TURNS IT OFF AND GOES IN THE KITCHEN TO TALK TO MOM,16000,LibriSpeech dev-clean,validation
librispeech_0369,data\raw\librispeech_sample\librispeech_0369.wav,WELL I DON'T THINK YOU SHOULD TURN A GUY'S T V PROGRAM OFF IN THE MIDDLE WITHOUT EVEN FINDING OUT ABOUT IT,16000,LibriSpeech dev-clean,validation
librispeech_0370,data\raw\librispeech_sample\librispeech_0370.wav,I LOOK AT MY WATCH IT'S A QUARTER TO ELEVEN,16000,LibriSpeech dev-clean,validation
librispeech_0371,data\raw\librispeech_sample\librispeech_0371.wav,I TURN OFF THE TELEVISION SET I'VE LOST TRACK OF WHAT'S HAPPENING AND IT DOESN'T SEEM TO BE THE GRANDFATHER WHO'S THE SPOOK AFTER ALL,16000,LibriSpeech dev-clean,validation
librispeech_0372,data\raw\librispeech_sample\librispeech_0372.wav,IT'S THE FIRST TIME HILDA HAS BEEN TO OUR HOUSE AND TOM INTRODUCES HER AROUND,16000,LibriSpeech dev-clean,validation
librispeech_0373,data\raw\librispeech_sample\librispeech_0373.wav,I TOLD TOM WE SHOULDN'T COME SO LATE SAYS HILDA,16000,LibriSpeech dev-clean,validation
librispeech_0374,data\raw\librispeech_sample\librispeech_0374.wav,TOM SAYS THANKS AND LOOKS AT HILDA AND SHE BLUSHES REALLY,16000,LibriSpeech dev-clean,validation
librispeech_0375,data\raw\librispeech_sample\librispeech_0375.wav,TOM DRINKS A LITTLE MORE COFFEE AND THEN HE GOES ON THE TROUBLE IS I CAN'T GET MARRIED ON THIS FLOWER SHOP JOB,16000,LibriSpeech dev-clean,validation
librispeech_0376,data\raw\librispeech_sample\librispeech_0376.wav,YOU KNOW I'D GET DRAFTED IN A YEAR OR TWO ANYWAY,16000,LibriSpeech dev-clean,validation
librispeech_0377,data\raw\librispeech_sample\librispeech_0377.wav,I'VE DECIDED TO ENLIST IN THE ARMY,16000,LibriSpeech dev-clean,validation
librispeech_0378,data\raw\librispeech_sample\librispeech_0378.wav,I'LL HAVE TO CHECK SOME MORE SAYS TOM,16000,LibriSpeech dev-clean,validation
librispeech_0379,data\raw\librispeech_sample\librispeech_0379.wav,HERE'S TO YOU A LONG HAPPY LIFE,16000,LibriSpeech dev-clean,validation
librispeech_0380,data\raw\librispeech_sample\librispeech_0380.wav,ALL IDEALISATION MAKES LIFE POORER,16000,LibriSpeech dev-clean,validation
librispeech_0381,data\raw\librispeech_sample\librispeech_0381.wav,THEN WHY INDULGE IN PROPHETIC PHANTASIES,16000,LibriSpeech dev-clean,validation
librispeech_0382,data\raw\librispeech_sample\librispeech_0382.wav,AT BEST THEY CAN ONLY INTERPRET THE MIND OF THE PROPHET AND CAN HAVE NO OBJECTIVE VALUE,16000,LibriSpeech dev-clean,validation
librispeech_0383,data\raw\librispeech_sample\librispeech_0383.wav,MICHAELIS THE TICKET OF LEAVE APOSTLE WAS SPEAKING IN AN EVEN VOICE A VOICE THAT WHEEZED AS IF DEADENED AND OPPRESSED BY THE LAYER OF FAT ON HIS CHEST,16000,LibriSpeech dev-clean,validation
librispeech_0384,data\raw\librispeech_sample\librispeech_0384.wav,AND EVER SINCE HE HAD NEVER MANAGED TO GET HIS WEIGHT DOWN AS MUCH AS AN OUNCE,16000,LibriSpeech dev-clean,validation
